date,symbol,adjust,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover,source,updated_at
2015-01-05,511010,hfq,103.676,103.764,103.532,103.576,21728,224616960.0,0.22,-0.1,-0.102,7.48,akshare,2026-04-25 23:59:22
2015-01-06,511010,hfq,103.443,103.68,103.443,103.642,16614,171691936.0,0.23,0.06,0.066,5.72,akshare,2026-04-25 23:59:22
2015-01-07,511010,hfq,103.61,103.825,103.61,103.772,57836,598522784.0,0.21,0.13,0.13,19.92,akshare,2026-04-25 23:59:22
2015-01-08,511010,hfq,103.879,103.879,103.678,103.798,91999,952410672.0,0.19,0.03,0.026,31.68,akshare,2026-04-25 23:59:22
2015-01-09,511010,hfq,103.806,104.108,103.769,103.995,76539,792426416.0,0.33,0.19,0.197,26.36,akshare,2026-04-25 23:59:22
2015-01-12,511010,hfq,103.978,104.273,103.91,104.27,74098,769645408.0,0.35,0.26,0.275,25.52,akshare,2026-04-25 23:59:22
2015-01-13,511010,hfq,104.231,104.578,104.127,104.508,89036,927831168.0,0.43,0.23,0.238,30.66,akshare,2026-04-25 23:59:22
2015-01-14,511010,hfq,104.531,104.656,104.508,104.622,74154,773688336.0,0.14,0.11,0.114,25.54,akshare,2026-04-25 23:59:22
2015-01-15,511010,hfq,104.98,105.049,104.63,104.937,68893,721101792.0,0.4,0.3,0.315,23.73,akshare,2026-04-25 23:59:22
2015-01-16,511010,hfq,104.83,105.776,104.83,105.497,45617,478193776.0,0.9,0.53,0.56,15.71,akshare,2026-04-25 23:59:22
2015-01-19,511010,hfq,105.48,106.695,105.479,105.823,36653,386942928.0,1.15,0.31,0.326,12.62,akshare,2026-04-25 23:59:22
2015-01-20,511010,hfq,104.64,106.265,104.64,105.828,51972,549381744.0,1.54,0.0,0.005,17.9,akshare,2026-04-25 23:59:22
2015-01-21,511010,hfq,105.974,105.974,105.81,105.895,107540,1135961056.0,0.15,0.06,0.067,37.04,akshare,2026-04-25 23:59:22
2015-01-22,511010,hfq,105.958,106.102,105.83,105.923,78539,830086512.0,0.26,0.03,0.028,27.05,akshare,2026-04-25 23:59:22
2015-01-23,511010,hfq,105.931,106.06,105.88,105.973,145966,1542882352.0,0.17,0.05,0.05,50.27,akshare,2026-04-25 23:59:22
2015-01-26,511010,hfq,106.057,106.159,105.98,106.1,141888,1501039536.0,0.17,0.12,0.127,48.87,akshare,2026-04-25 23:59:22
2015-01-27,511010,hfq,106.03,106.275,106.03,106.199,133018,1409115696.0,0.23,0.09,0.099,45.81,akshare,2026-04-25 23:59:22
2015-01-28,511010,hfq,106.199,106.459,106.081,106.129,180516,1913190864.0,0.36,-0.07,-0.07,62.17,akshare,2026-04-25 23:59:22
2015-01-29,511010,hfq,105.894,106.38,105.894,105.969,87964,931495072.0,0.46,-0.15,-0.16,30.29,akshare,2026-04-25 23:59:22
2015-01-30,511010,hfq,105.98,106.059,105.53,105.593,98528,1040847744.0,0.5,-0.35,-0.376,33.93,akshare,2026-04-25 23:59:22
2015-02-02,511010,hfq,105.68,105.87,105.582,105.737,122451,1292176096.0,0.27,0.14,0.144,42.17,akshare,2026-04-25 23:59:22
2015-02-03,511010,hfq,105.712,106.03,105.712,105.953,50357,531559600.0,0.3,0.2,0.216,17.34,akshare,2026-04-25 23:59:22
2015-02-04,511010,hfq,105.978,106.158,105.978,106.111,101218,1070580336.0,0.17,0.15,0.158,34.86,akshare,2026-04-25 23:59:22
2015-02-05,511010,hfq,106.211,106.37,106.18,106.313,199292,2113253872.0,0.18,0.19,0.202,68.64,akshare,2026-04-25 23:59:22
2015-02-06,511010,hfq,106.328,107.279,106.28,106.732,4913,52274544.0,0.94,0.39,0.419,1.69,akshare,2026-04-25 23:59:22
2015-02-09,511010,hfq,106.735,107.164,106.38,106.875,28168,300469616.0,0.73,0.13,0.143,9.7,akshare,2026-04-25 23:59:22
2015-02-10,511010,hfq,106.9,106.92,105.979,106.22,29628,314540160.0,0.88,-0.61,-0.655,10.2,akshare,2026-04-25 23:59:22
2015-02-11,511010,hfq,106.579,106.846,106.081,106.767,26260,279240160.0,0.72,0.51,0.547,9.04,akshare,2026-04-25 23:59:22
2015-02-12,511010,hfq,106.88,107.23,106.79,107.053,39895,426144752.0,0.41,0.27,0.286,13.74,akshare,2026-04-25 23:59:22
2015-02-13,511010,hfq,107.02,107.279,107.02,107.242,191148,2043226656.0,0.24,0.18,0.189,65.83,akshare,2026-04-25 23:59:22
2015-02-16,511010,hfq,107.248,107.466,106.613,106.957,33206,353950640.0,0.8,-0.27,-0.285,11.44,akshare,2026-04-25 23:59:22
2015-02-17,511010,hfq,107.116,107.218,106.832,107.178,21161,226075324.0,0.36,0.21,0.221,7.29,akshare,2026-04-25 23:59:22
2015-02-25,511010,hfq,107.23,107.232,107.103,107.184,118964,1271573856.0,0.12,0.01,0.006,40.97,akshare,2026-04-25 23:59:22
2015-02-26,511010,hfq,107.375,107.68,106.98,106.987,149499,1596725760.0,0.65,-0.18,-0.197,51.49,akshare,2026-04-25 23:59:22
2015-02-27,511010,hfq,106.951,107.099,106.951,107.009,91356,975567392.0,0.14,0.02,0.022,31.46,akshare,2026-04-25 23:59:22
2015-03-02,511010,hfq,107.025,107.07,106.612,106.687,36813,392816640.0,0.43,-0.3,-0.322,12.68,akshare,2026-04-25 23:59:22
2015-03-03,511010,hfq,106.655,106.815,106.605,106.639,65814,700645856.0,0.2,-0.04,-0.048,22.67,akshare,2026-04-25 23:59:22
2015-03-04,511010,hfq,106.56,106.801,106.56,106.715,95171,1013502496.0,0.23,0.07,0.076,32.78,akshare,2026-04-25 23:59:22
2015-03-05,511010,hfq,106.717,106.739,106.511,106.536,92747,986259136.0,0.21,-0.17,-0.179,31.94,akshare,2026-04-25 23:59:22
2015-03-06,511010,hfq,106.501,106.636,106.482,106.502,38431,408276624.0,0.14,-0.03,-0.034,13.24,akshare,2026-04-25 23:59:22
2015-03-09,511010,hfq,106.481,106.542,105.991,106.155,38810,410859712.0,0.52,-0.33,-0.347,13.37,akshare,2026-04-25 23:59:22
2015-03-10,511010,hfq,106.359,106.48,105.981,106.027,26652,282508304.0,0.47,-0.12,-0.128,9.18,akshare,2026-04-25 23:59:22
2015-03-11,511010,hfq,106.229,106.68,105.982,106.58,40330,428178512.0,0.66,0.52,0.553,13.89,akshare,2026-04-25 23:59:22
2015-03-12,511010,hfq,106.58,106.894,106.391,106.583,32719,348272432.0,0.47,0.0,0.003,11.27,akshare,2026-04-25 23:59:22
2015-03-13,511010,hfq,106.602,106.742,106.49,106.497,71394,759357856.0,0.24,-0.08,-0.086,24.59,akshare,2026-04-25 23:59:22
2015-03-16,511010,hfq,106.78,106.78,106.41,106.495,208717,2218183920.0,0.35,0.0,-0.002,71.88,akshare,2026-04-25 23:59:22
2015-03-17,511010,hfq,106.421,106.646,106.421,106.558,101521,1078932064.0,0.21,0.06,0.063,34.96,akshare,2026-04-25 23:59:22
2015-03-18,511010,hfq,106.561,106.815,106.505,106.534,88522,941312032.0,0.29,-0.02,-0.024,30.49,akshare,2026-04-25 23:59:22
2015-03-19,511010,hfq,106.535,106.755,106.518,106.536,60087,638737488.0,0.22,0.0,0.002,20.69,akshare,2026-04-25 23:59:22
2015-03-20,511010,hfq,106.549,106.644,106.534,106.553,128026,1360634096.0,0.1,0.02,0.017,44.09,akshare,2026-04-25 23:59:22
2015-03-23,511010,hfq,106.562,106.701,106.562,106.623,101047,1074554688.0,0.13,0.07,0.07,34.8,akshare,2026-04-25 23:59:22
2015-03-24,511010,hfq,106.664,106.811,106.581,106.622,126110,1341628544.0,0.22,0.0,-0.001,43.43,akshare,2026-04-25 23:59:22
2015-03-25,511010,hfq,106.641,106.741,106.59,106.632,77121,820304704.0,0.14,0.01,0.01,26.56,akshare,2026-04-25 23:59:22
2015-03-26,511010,hfq,106.633,106.655,106.572,106.603,176386,1875922832.0,0.08,-0.03,-0.029,60.75,akshare,2026-04-25 23:59:22
2015-03-27,511010,hfq,106.603,106.635,106.44,106.52,86631,920965136.0,0.18,-0.08,-0.083,29.84,akshare,2026-04-25 23:59:22
2015-03-30,511010,hfq,106.52,106.572,105.983,106.018,75509,801564624.0,0.55,-0.47,-0.502,26.01,akshare,2026-04-25 23:59:22
2015-03-31,511010,hfq,106.032,106.07,105.194,105.326,90504,955627568.0,0.83,-0.65,-0.692,31.17,akshare,2026-04-25 23:59:22
2015-04-01,511010,hfq,105.48,105.713,105.474,105.699,85699,903330240.0,0.23,0.35,0.373,29.51,akshare,2026-04-25 23:59:22
2015-04-02,511010,hfq,105.721,105.95,105.721,105.9,138897,1466732944.0,0.22,0.19,0.201,47.84,akshare,2026-04-25 23:59:22
2015-04-03,511010,hfq,105.952,106.01,105.735,105.779,94897,1001682944.0,0.26,-0.11,-0.121,32.68,akshare,2026-04-25 23:59:22
2015-04-07,511010,hfq,105.751,105.779,105.631,105.704,112843,1189631872.0,0.14,-0.07,-0.075,38.86,akshare,2026-04-25 23:59:22
2015-04-08,511010,hfq,105.7,105.806,105.481,105.535,42463,447674544.0,0.31,-0.16,-0.169,14.62,akshare,2026-04-25 23:59:22
2015-04-09,511010,hfq,105.391,105.623,105.391,105.609,203175,2138992176.0,0.22,0.07,0.074,69.97,akshare,2026-04-25 23:59:22
2015-04-10,511010,hfq,105.622,105.7,105.598,105.667,199937,2106315376.0,0.1,0.05,0.058,68.86,akshare,2026-04-25 23:59:22
2015-04-13,511010,hfq,105.69,105.746,105.665,105.746,57728,608580704.0,0.08,0.07,0.079,19.88,akshare,2026-04-25 23:59:22
2015-04-14,511010,hfq,105.746,105.94,105.705,105.923,33207,350669856.0,0.22,0.17,0.177,11.44,akshare,2026-04-25 23:59:22
2015-04-15,511010,hfq,105.977,106.233,105.832,105.892,58811,621327248.0,0.38,-0.03,-0.031,20.25,akshare,2026-04-25 23:59:22
2015-04-16,511010,hfq,105.892,107.28,105.892,106.577,30579,323589136.0,1.31,0.65,0.685,10.53,akshare,2026-04-25 23:59:22
2015-04-17,511010,hfq,106.168,107.078,106.168,106.593,95521,1016002528.0,0.85,0.02,0.016,32.9,akshare,2026-04-25 23:59:22
2015-04-20,511010,hfq,106.681,107.028,106.68,106.94,32967,350923280.0,0.33,0.33,0.347,11.35,akshare,2026-04-25 23:59:22
2015-04-21,511010,hfq,107.059,108.2,106.946,106.997,77044,825159888.0,1.17,0.05,0.057,26.53,akshare,2026-04-25 23:59:22
2015-04-22,511010,hfq,107.28,107.292,106.882,107.222,65556,701306256.0,0.38,0.21,0.225,22.58,akshare,2026-04-25 23:59:22
2015-04-23,511010,hfq,107.228,107.228,107.0,107.117,40963,437402400.0,0.21,-0.1,-0.105,14.11,akshare,2026-04-25 23:59:22
2015-04-24,511010,hfq,107.117,107.13,106.921,106.93,84775,904663456.0,0.2,-0.17,-0.187,29.2,akshare,2026-04-25 23:59:22
2015-04-27,511010,hfq,106.949,107.229,106.93,107.22,99996,1067704816.0,0.28,0.27,0.29,34.44,akshare,2026-04-25 23:59:22
2015-04-28,511010,hfq,107.19,107.341,107.19,107.339,48547,519378768.0,0.14,0.11,0.119,16.72,akshare,2026-04-25 23:59:22
2015-04-29,511010,hfq,107.132,107.72,106.88,107.379,65412,700392128.0,0.78,0.04,0.04,22.53,akshare,2026-04-25 23:59:22
2015-04-30,511010,hfq,107.28,107.58,107.28,107.51,48759,522914624.0,0.28,0.12,0.131,16.79,akshare,2026-04-25 23:59:22
2015-05-04,511010,hfq,107.72,107.73,107.08,107.192,34969,374496144.0,0.6,-0.3,-0.318,12.04,akshare,2026-04-25 23:59:22
2015-05-05,511010,hfq,107.33,107.43,107.101,107.148,52122,557199296.0,0.31,-0.04,-0.044,17.95,akshare,2026-04-25 23:59:22
2015-05-06,511010,hfq,107.121,107.15,106.681,106.735,27832,296727664.0,0.44,-0.39,-0.413,9.59,akshare,2026-04-25 23:59:22
2015-05-07,511010,hfq,106.681,106.938,106.68,106.938,44164,470263744.0,0.24,0.19,0.203,15.21,akshare,2026-04-25 23:59:22
2015-05-08,511010,hfq,107.036,107.336,107.0,107.309,59683,638600560.0,0.31,0.35,0.371,20.55,akshare,2026-04-25 23:59:22
2015-05-11,511010,hfq,107.31,107.526,107.305,107.478,31498,337438240.0,0.21,0.16,0.169,10.85,akshare,2026-04-25 23:59:22
2015-05-12,511010,hfq,107.55,107.55,107.38,107.46,60054,643753408.0,0.16,-0.02,-0.018,20.68,akshare,2026-04-25 23:59:22
2015-05-13,511010,hfq,107.48,107.5,107.359,107.412,54757,586806096.0,0.13,-0.04,-0.048,18.86,akshare,2026-04-25 23:59:22
2015-05-14,511010,hfq,107.425,107.767,107.425,107.637,30459,326863280.0,0.32,0.21,0.225,10.49,akshare,2026-04-25 23:59:22
2015-05-15,511010,hfq,107.697,107.824,107.631,107.652,55070,591493232.0,0.18,0.01,0.015,18.97,akshare,2026-04-25 23:59:22
2015-05-18,511010,hfq,107.661,107.763,107.66,107.68,99638,1070218096.0,0.1,0.03,0.028,34.31,akshare,2026-04-25 23:59:22
2015-05-19,511010,hfq,107.605,107.679,107.431,107.473,44912,481509328.0,0.23,-0.19,-0.207,15.47,akshare,2026-04-25 23:59:22
2015-05-20,511010,hfq,107.668,107.668,107.265,107.365,23974,256917508.0,0.37,-0.1,-0.108,8.26,akshare,2026-04-25 23:59:22
2015-05-21,511010,hfq,107.326,107.426,106.996,107.226,34133,365360672.0,0.4,-0.13,-0.139,11.76,akshare,2026-04-25 23:59:22
2015-05-22,511010,hfq,107.278,107.65,107.278,107.32,66163,708077312.0,0.35,0.09,0.094,22.79,akshare,2026-04-25 23:59:22
2015-05-25,511010,hfq,107.38,107.38,106.986,107.315,36944,395212016.0,0.37,0.0,-0.005,12.72,akshare,2026-04-25 23:59:22
2015-05-26,511010,hfq,107.317,107.36,107.178,107.294,93759,1003294144.0,0.17,-0.02,-0.021,32.29,akshare,2026-04-25 23:59:22
2015-05-27,511010,hfq,107.19,107.73,107.16,107.186,130923,1400298048.0,0.53,-0.1,-0.108,45.09,akshare,2026-04-25 23:59:22
2015-05-28,511010,hfq,107.28,107.478,107.103,107.209,280075,2996394880.0,0.35,0.02,0.023,96.46,akshare,2026-04-25 23:59:22
2015-05-29,511010,hfq,107.2,107.2,106.383,106.591,62704,667601984.0,0.76,-0.58,-0.618,21.6,akshare,2026-04-25 23:59:22
2015-06-01,511010,hfq,106.766,107.28,105.781,106.08,65704,696125648.0,1.41,-0.48,-0.511,22.63,akshare,2026-04-25 23:59:22
2015-06-02,511010,hfq,106.05,106.68,105.902,106.25,78275,829435872.0,0.73,0.16,0.17,26.96,akshare,2026-04-25 23:59:22
2015-06-03,511010,hfq,106.2,106.881,106.2,106.875,107687,1146854864.0,0.64,0.59,0.625,37.09,akshare,2026-04-25 23:59:22
2015-06-04,511010,hfq,106.88,107.278,106.691,106.97,69348,739168160.0,0.55,0.09,0.095,23.88,akshare,2026-04-25 23:59:22
2015-06-05,511010,hfq,106.93,107.79,106.893,107.331,126671,1353406464.0,0.84,0.34,0.361,43.63,akshare,2026-04-25 23:59:22
2015-06-08,511010,hfq,107.283,108.079,107.279,107.431,59053,633145408.0,0.75,0.09,0.1,20.34,akshare,2026-04-25 23:59:22
2015-06-09,511010,hfq,107.67,107.7,107.18,107.219,106517,1142505344.0,0.48,-0.2,-0.212,36.68,akshare,2026-04-25 23:59:22
2015-06-10,511010,hfq,107.368,107.39,106.885,106.973,38586,412567120.0,0.47,-0.23,-0.246,13.29,akshare,2026-04-25 23:59:22
2015-06-11,511010,hfq,106.935,107.366,106.63,107.02,263930,2818925376.0,0.69,0.04,0.047,90.9,akshare,2026-04-25 23:59:22
2015-06-12,511010,hfq,107.02,107.27,106.88,106.89,172357,1840479520.0,0.36,-0.12,-0.13,59.36,akshare,2026-04-25 23:59:22
2015-06-15,511010,hfq,106.89,106.892,106.444,106.479,50685,538672352.0,0.42,-0.38,-0.411,17.46,akshare,2026-04-25 23:59:22
2015-06-16,511010,hfq,106.73,106.73,106.08,106.476,72798,772974480.0,0.61,0.0,-0.003,25.07,akshare,2026-04-25 23:59:22
2015-06-17,511010,hfq,106.391,106.56,105.28,106.33,45547,483010544.0,1.2,-0.14,-0.146,15.69,akshare,2026-04-25 23:59:22
2015-06-18,511010,hfq,106.62,106.678,106.184,106.401,132692,1407873696.0,0.46,0.07,0.071,45.7,akshare,2026-04-25 23:59:22
2015-06-19,511010,hfq,106.401,106.48,106.34,106.478,65884,699325008.0,0.13,0.07,0.077,22.69,akshare,2026-04-25 23:59:22
2015-06-23,511010,hfq,106.42,106.939,106.42,106.672,70294,747848464.0,0.49,0.18,0.194,24.21,akshare,2026-04-25 23:59:22
2015-06-24,511010,hfq,106.672,106.945,106.67,106.936,156070,1664118736.0,0.26,0.25,0.264,53.75,akshare,2026-04-25 23:59:22
2015-06-25,511010,hfq,106.946,107.074,106.48,106.48,121915,1299635952.0,0.56,-0.43,-0.456,41.99,akshare,2026-04-25 23:59:22
2015-06-26,511010,hfq,106.599,107.081,106.011,106.075,136295,1445695456.0,1.0,-0.38,-0.405,46.94,akshare,2026-04-25 23:59:22
2015-06-29,511010,hfq,106.65,107.252,105.805,106.23,71258,754814128.0,1.36,0.15,0.155,24.54,akshare,2026-04-25 23:59:22
2015-06-30,511010,hfq,106.192,106.305,106.1,106.168,59485,630210864.0,0.19,-0.06,-0.062,20.49,akshare,2026-04-25 23:59:22
2015-07-01,511010,hfq,106.168,106.43,105.99,106.35,6560,69542605.0,0.41,0.17,0.182,2.26,akshare,2026-04-25 23:59:22
2015-07-02,511010,hfq,106.34,106.34,106.08,106.103,3876,41052083.0,0.24,-0.23,-0.247,1.33,akshare,2026-04-25 23:59:22
2015-07-03,511010,hfq,106.051,107.244,106.051,106.187,4004,42401677.0,1.12,0.08,0.084,1.38,akshare,2026-04-25 23:59:22
2015-07-06,511010,hfq,106.2,106.88,106.2,106.87,5232,55663678.0,0.64,0.64,0.683,1.8,akshare,2026-04-25 23:59:22
2015-07-07,511010,hfq,106.522,107.59,106.522,107.579,17908,191573190.0,1.0,0.66,0.709,6.17,akshare,2026-04-25 23:59:22
2015-07-08,511010,hfq,107.591,108.196,107.591,108.098,11100,119662648.0,0.56,0.48,0.519,3.82,akshare,2026-04-25 23:59:22
2015-07-09,511010,hfq,107.881,108.001,107.371,107.933,4781,51472296.0,0.58,-0.15,-0.165,1.65,akshare,2026-04-25 23:59:22
2015-07-10,511010,hfq,108.066,108.066,106.885,107.322,2908,31174238.0,1.09,-0.57,-0.611,1.0,akshare,2026-04-25 23:59:22
2015-07-13,511010,hfq,107.28,107.58,107.28,107.464,21578,231297351.0,0.28,0.13,0.142,7.43,akshare,2026-04-25 23:59:22
2015-07-14,511010,hfq,107.46,107.764,107.08,107.36,32096,343729360.0,0.64,-0.1,-0.104,11.05,akshare,2026-04-25 23:59:22
2015-07-15,511010,hfq,107.435,108.076,107.08,107.613,39241,420046448.0,0.93,0.24,0.253,13.51,akshare,2026-04-25 23:59:22
2015-07-16,511010,hfq,107.612,118.28,107.448,108.18,31873,343259136.0,10.07,0.53,0.567,10.98,akshare,2026-04-25 23:59:22
2015-07-17,511010,hfq,108.18,109.276,108.111,108.885,14537,157973484.0,1.08,0.65,0.705,5.01,akshare,2026-04-25 23:59:22
2015-07-20,511010,hfq,108.591,109.014,108.59,108.681,10794,117196938.0,0.39,-0.19,-0.204,3.72,akshare,2026-04-25 23:59:22
2015-07-21,511010,hfq,108.975,108.975,108.581,108.64,19255,208872238.0,0.36,-0.04,-0.041,6.63,akshare,2026-04-25 23:59:22
2015-07-22,511010,hfq,108.65,108.682,108.28,108.596,30123,326358752.0,0.37,-0.04,-0.044,10.37,akshare,2026-04-25 23:59:22
2015-07-23,511010,hfq,108.64,108.763,108.58,108.73,21474,232808813.0,0.17,0.12,0.134,7.4,akshare,2026-04-25 23:59:22
